,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
1252,Acura,2008,Nigerian Used,186539,3700,Petrol,Automatic,"2,940,000",SUV
1253,Toyota,2009,Nigerian Used,240394,1800,Petrol,Automatic,"3,432,000",
1254,Ford,,,168131,,,Automatic,"1,690,000",
1255,Mercedes-Benz,2013,Nigerian Used,82908,3500,Petrol,Automatic,"4,680,000",
1256,Toyota,2009,Nigerian Used,120332,2400,Petrol,Automatic,"2,600,000",
1257,Mercedes-Benz,2006,Foreign Used,242654,5000,Petrol,Automatic,"4,725,000",
1258,Pontiac,2009,Foreign Used,246153,1800,Petrol,Automatic,"3,360,000",
1259,Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,"4,200,000",
1260,Lexus,2009,Nigerian Used,1530065,3500,Petrol,Automatic,"4,784,000",SUV
1261,Toyota,2012,Foreign Used,89735,1800,Petrol,Automatic,"5,200,000",
1262,Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,"1,675,000",SUV
1263,Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,"2,625,000",SUV
1264,Toyota,2006,Nigerian Used,341149,3500,Petrol,Automatic,"2,625,000",SUV
1265,Toyota,2004,Nigerian Used,96072,4000,Petrol,Automatic,"1,837,500",SUV
1266,Lexus,2005,Foreign Used,101051,3300,Petrol,Automatic,"2,520,000",
1267,Ford,,,206590,,,Automatic,"4,154,000",
1268,Ford,2013,Foreign Used,150025,2000,Petrol,Automatic,"3,990,000",
1269,Toyota,2007,Foreign Used,184835,2400,Petrol,Automatic,"3,952,000",
1270,Hyundai,2013,Nigerian Used,102268,1800,Petrol,Automatic,"3,120,000",
1271,Acura,2006,Nigerian Used,114031,3500,Petrol,Automatic,"1,768,000",SUV
1272,Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,"3,150,000",
1273,Toyota,2007,Foreign Used,258598,1800,Petrol,Automatic,"3,328,000",
1274,Toyota,2011,Foreign Used,87282,,,Automatic,"4,200,000",
1275,Hyundai,2013,Nigerian Used,85345,2400,Petrol,Automatic,"4,042,500",SUV
1276,Hyundai,2012,Nigerian Used,58248,2000,Petrol,Automatic,"3,125,000",
1277,Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,"3,150,000",
1278,Hyundai,2011,Foreign Used,102194,1800,Petrol,Automatic,"3,465,000",
1279,Acura,2009,Nigerian Used,429408,3700,Petrol,Automatic,"2,625,000",SUV
1280,Lexus,2006,Nigerian Used,310182,3000,Petrol,Automatic,"2,310,000",
1281,Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,"2,887,500",
1282,Toyota,2015,Foreign Used,62148,1800,Petrol,Automatic,"5,775,000",
1283,Lexus,2008,Nigerian Used,132323,3500,Petrol,Automatic,"2,625,000",
1284,Toyota,2009,Nigerian Used,196918,2400,Petrol,Automatic,"3,328,000",
1285,Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,"2,500,000",
1286,Land Rover,,,46887,,,Automatic,"3,930,000",
1287,Toyota,2010,Nigerian Used,133492,2400,Petrol,Automatic,"2,964,000",
1288,Toyota,2015,Nigerian Used,90272,2400,Petrol,Automatic,"5,928,000",
1289,Toyota,2006,Foreign Used,290415,3500,Petrol,Automatic,"2,625,000",
1290,Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,"4,680,000",SUV
1291,Hyundai,2014,Nigerian Used,101951,2000,Petrol,Automatic,"3,360,000",SUV
1292,Lexus,2007,Nigerian Used,,3500,Petrol,Automatic,"3,150,000",SUV
1293,Hyundai,,,40382,,,Automatic,"7,178,000",
1294,Lexus,2008,Nigerian Used,213189,3500,Petrol,Automatic,"3,360,000",
1295,Chevrolet,,,139741,,,Automatic,"4,154,000",
1296,Toyota,2013,Foreign Used,195542,1800,Petrol,Automatic,"4,992,000",
1297,Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,"15,080,000",SUV
1298,Ford,2010,Foreign Used,463172,3000,Petrol,Automatic,"2,835,000",SUV
1299,Hyundai,2014,Foreign Used,122936,3800,Petrol,Automatic,"5,565,000",
1300,Ford,2007,Foreign Used,292069,3500,Petrol,Automatic,"3,640,000",SUV
1301,Toyota,2004,Nigerian Used,165284,3300,Petrol,Automatic,"2,756,000",SUV
1302,Pontiac,2007,Foreign Used,322537,3400,Petrol,Automatic,"2,205,000",SUV
1303,Toyota,2007,Foreign Used,194783,2000,Petrol,Automatic,"4,160,000",
1304,Land Rover,,,146891,,,Automatic,"12,330,000",
1305,Mercedes-Benz,2007,Foreign Used,305375,3500,Petrol,Automatic,"3,675,000",SUV
1306,Toyota,2004,Nigerian Used,141882,3500,Petrol,Automatic,"2,310,000",SUV
1307,Toyota,2010,Foreign Used,219320,1800,Petrol,Automatic,"3,952,000",
1308,Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,"6,760,000",SUV
1309,Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,"4,515,000",
1310,Lexus,2004,Nigerian Used,120847,3300,Petrol,Automatic,"2,392,000",
1311,Lexus,2006,Nigerian Used,128350,2500,Petrol,Automatic,"2,625,000",
1312,Toyota,2005,Nigerian Used,94077,3300,Petrol,Automatic,"2,520,000",SUV
1313,Mercedes-Benz,2006,Nigerian Used,13571,3400,Petrol,Automatic,"3,744,000",SUV
1314,Toyota,2009,Nigerian Used,134528,3500,Petrol,Automatic,"2,704,000",
1315,Hummer,2005,Nigerian Used,139809,6000,Petrol,Automatic,"6,300,000",SUV
1316,Lexus,2003,Nigerian Used,206338,3000,Petrol,Automatic,"2,100,000",
1317,Hyundai,2016,Nigerian Used,33844,20000,Petrol,Automatic,"6,344,000",
1318,Lexus,2005,Nigerian Used,148435,3000,Petrol,Automatic,"2,310,000",
1319,Hyundai,2015,Foreign Used,127274,5000,Petrol,Automatic,"10,500,000",
1320,Toyota,2008,Nigerian Used,45961,3500,Petrol,Automatic,"2,205,000",
1321,Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,"15,080,000",SUV
1322,Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,"2,467,500",SUV
1323,Lexus,2006,Nigerian Used,121412,3300,Petrol,Automatic,"2,310,000",
1324,Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,"1,995,000",
1325,Dodge,2008,Nigerian Used,2870739,3500,Petrol,Automatic,"2,100,000",
1326,Toyota,2010,Foreign Used,185460,1800,Petrol,Automatic,"3,622,500",
1327,Lexus,2005,Nigerian Used,156418,3300,Petrol,Automatic,"3,328,000",SUV
1328,Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,"1,995,000",SUV
1329,Toyota,2008,Nigerian Used,93578,3500,Petrol,Automatic,"3,952,000",SUV
1330,Toyota,2008,Foreign Used,166063,2400,Petrol,Automatic,"3,952,000",
1331,Toyota,2009,Nigerian Used,216256,1800,Petrol,Automatic,"3,120,000",
1332,Chevrolet,2011,Foreign Used,175142,3600,Petrol,Automatic,"4,725,000",
1333,Toyota,2008,Foreign Used,306427,5700,Petrol,Automatic,"15,080,000",
1334,Toyota,2016,Foreign Used,76965,1800,Petrol,Automatic,"6,090,000",
1335,Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,"4,200,000",
1336,Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,"2,200,000",SUV
1337,Toyota,2005,Nigerian Used,436987,1600,Petrol,Automatic,"2,137,500",
1338,Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,"2,500,000",
1339,Land Rover,2009,Nigerian Used,128701,4400,Petrol,Automatic,"2,940,000",SUV
1340,Chrysler,2015,Nigerian Used,57904,3600,Petrol,Automatic,"5,040,000",
1341,Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,"4,680,000",SUV
1342,Hyundai,,,40382,,,Automatic,"7,178,000",
1343,Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,"2,887,500",
1344,Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,"4,515,000",
1345,Toyota,2007,Nigerian Used,108179,2400,Petrol,Automatic,"2,625,000",SUV
1346,Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,"2,310,000",SUV
1347,Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,"6,760,000",SUV
1348,Toyota,2010,Foreign Used,90364,1800,Petrol,Automatic,"3,858,750",
1349,Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,"2,300,000",SUV
1350,Toyota,2009,Foreign Used,171795,1800,Petrol,Automatic,"3,465,000",
1351,Lexus,2002,Nigerian Used,170739,3300,Petrol,Automatic,"1,785,000",
1352,Chevrolet,2012,Nigerian Used,215704,2400,Petrol,Automatic,"3,260,000",
1353,Hyundai,,,47001,,,Automatic,"8,298,000",
1354,Toyota,2012,Nigerian Used,96357,1800,Petrol,Automatic,"3,640,000",
1355,Toyota,2003,Foreign Used,321420,3000,Petrol,Automatic,"2,641,600",
1356,Lexus,2006,Foreign Used,210836,3000,Petrol,Automatic,"2,835,000",
1357,Chevrolet,2014,Nigerian Used,,1800,Petrol,Automatic,"2,625,000",
1358,Ford,2007,Nigerian Used,209088,3500,Petrol,Automatic,"1,890,000",SUV
1359,Toyota,2010,Foreign Used,85212,2500,Petrol,Automatic,"4,264,000",
1360,Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,"2,467,500",SUV
1361,Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,"1,995,000",SUV
1362,Lexus,2005,Nigerian Used,57855,3300,Petrol,Automatic,"2,835,000",SUV
1363,Toyota,2007,Nigerian Used,200280,20000,Petrol,Automatic,"2,600,000",
1364,Toyota,,,174070,,,Automatic,"17,930,000",
1365,Mercedes-Benz,,,160920,,,Automatic,"5,610,000",
1366,Mercedes-Benz,2010,Nigerian Used,84345,3500,Petrol,Automatic,"5,775,000",SUV
1367,Toyota,2011,Foreign Used,77646,2500,Petrol,Automatic,"2,835,000",
1368,Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,"5,200,000",
1369,Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,"1,675,000",SUV
1370,Toyota,2007,Nigerian Used,144602,3300,Petrol,Automatic,"2,600,000",
1371,Toyota,,,115813,,,Automatic,"2,810,000",
1372,Toyota,2007,Foreign Used,10199,3500,Petrol,Automatic,"2,362,500",
1373,Chevrolet,2009,Foreign Used,274542,3600,Petrol,Automatic,"6,300,000",SUV
1374,Toyota,2007,Nigerian Used,285350,2400,Petrol,Automatic,"2,205,000",
1375,Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,"4,160,000",
1376,Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,"2,964,000",
1377,Toyota,2010,Nigerian Used,189739,2500,Petrol,Automatic,"3,432,000",
1378,Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,"2,600,000",SUV
1379,Lexus,2003,Nigerian Used,122125,3000,Petrol,Automatic,"2,080,000",
1380,Toyota,2003,Nigerian Used,112583,3000,Petrol,Automatic,"2,100,000",SUV
1381,Hyundai,,,143168,,,Automatic,"6,282,000",
1382,Toyota,2011,Nigerian Used,248863,3500,Petrol,Automatic,"6,240,000",SUV
1383,Toyota,2009,Nigerian Used,274265,2400,Petrol,Automatic,"2,415,000",
1384,Chevrolet,,,36337,,,Automatic,"5,834,000",
1385,Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,"2,310,000",SUV
1386,Kia,2005,Foreign Used,162872,3500,Petrol,Automatic,"2,835,000",
1387,Toyota,2011,Nigerian Used,135036,1800,Petrol,Automatic,"3,224,000",
1388,Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,"5,145,000",SUV
1389,Toyota,2007,Nigerian Used,105517,3500,Petrol,Automatic,"2,600,000",
1390,Toyota,2009,Nigerian Used,143829,2700,Petrol,Automatic,"5,512,000",SUV
1391,Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,"2,200,000",SUV
1392,Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,"2,415,000",
1393,Toyota,2008,Nigerian Used,101224,3500,Petrol,Automatic,"2,625,000",
1394,Toyota,2007,Nigerian Used,201547,2700,Petrol,Automatic,"3,120,000",
1395,Ford,2012,Nigerian Used,114305,2500,Petrol,Automatic,"2,100,000",
1396,Nissan,2008,Foreign Used,113279,3500,Petrol,Automatic,"3,675,000",SUV
1397,Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,"5,200,000",
1398,Mercedes-Benz,2010,Nigerian Used,161785,3500,Petrol,Automatic,"5,550,000",SUV
1399,Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,"4,160,000",
1400,Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,"2,520,000",
1401,Toyota,2017,Nigerian Used,99735,2400,Petrol,Automatic,"10,500,000",
1402,Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,"2,600,000",SUV
1403,Chevrolet,,,123,,,Automatic,"11,800,000",
1404,Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,"5,145,000",SUV
1405,Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,"3,120,000",
1406,Dodge,2004,Nigerian Used,396150,3700,Petrol,Automatic,"1,575,000",
1407,Toyota,2009,Nigerian Used,276128,1500,Hybrid,Automatic,"2,625,000",
1408,Toyota,,,138400,,,Automatic,"3,090,000",
1409,Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,"6,552,000",
1410,Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,"4,888,000",
1411,Hyundai,2011,Foreign Used,196330,1800,Petrol,Automatic,"4,160,000",
1412,Toyota,2011,Nigerian Used,115034,2700,Petrol,Automatic,"6,968,000",SUV
1413,Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,"2,300,000",SUV
1414,Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,"2,600,000",
1415,Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,"2,625,000",SUV
1416,Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,"2,808,000",
1417,Land Rover,,,151210,,,Automatic,"4,490,000",
1418,Hyundai,,,102206,,,Automatic,"5,498,000",
1419,Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,"2,520,000",
1420,Kia,2013,Nigerian Used,37455,3500,Petrol,Automatic,"3,412,500",SUV
1421,Toyota,2009,Nigerian Used,269616,1800,Petrol,Automatic,"2,415,000",
1422,Toyota,,,138400,,,Automatic,"3,090,000",
1423,Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,"2,415,103",
1424,SsangYong,2009,Nigerian Used,155231,2400,Petrol,Automatic,"2,625,000",SUV
1425,Toyota,2010,Foreign Used,189486,1800,Petrol,Automatic,"3,570,000",
1426,Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,"1,995,000",
1427,Kia,2015,Nigerian Used,88662,3300,Petrol,Automatic,"10,500,000",
1428,Toyota,2007,Nigerian Used,312282,3500,Petrol,Automatic,"2,496,000",
1429,Toyota,2009,Nigerian Used,164957,3500,Petrol,Automatic,"2,808,000",
1430,Toyota,2012,Nigerian Used,179951,5700,Petrol,Automatic,"5,250,000",
1431,Toyota,2010,Foreign Used,163019,1800,Petrol,Automatic,"3,780,000",
1432,Toyota,2014,Nigerian Used,71601,1800,Petrol,Automatic,"4,410,000",
1433,Hyundai,2011,Nigerian Used,99145,18,Petrol,Automatic,"3,120,000",
1434,Acura,2006,Nigerian Used,112158,3500,Petrol,Automatic,"1,872,000",
1435,Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,"3,120,000",
1436,Toyota,2011,Nigerian Used,144248,2500,Petrol,Automatic,"2,730,000",
1437,Toyota,2009,Nigerian Used,1449691,1600,Petrol,Automatic,"2,860,000",
1438,Toyota,2003,Foreign Used,151679,1800,Petrol,Automatic,"2,496,000",
1439,Chevrolet,2008,Nigerian Used,221552,2400,Hybrid,Automatic,"2,047,500",
1440,Toyota,2010,Foreign Used,210366,2500,Petrol,Automatic,"5,616,000",SUV
1441,Mercedes-Benz,2012,Nigerian Used,280907,3500,Petrol,Automatic,"3,780,000",
1442,Toyota,2013,Nigerian Used,76486,2400,Petrol,Automatic,"3,744,000",
1443,Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,"2,600,000",
1444,Lexus,2002,Nigerian Used,221831,3000,Petrol,Automatic,"2,184,000",
1445,Toyota,2012,Nigerian Used,93685,1800,Petrol,Automatic,"4,160,000",
1446,Jeep,2007,Nigerian Used,75157,3700,Petrol,Automatic,"1,575,000",SUV
1447,Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,"5,250,000",SUV
1448,Toyota,2009,Nigerian Used,264799,2400,Petrol,Automatic,"2,205,000",
1449,Kia,2016,Foreign Used,77152,3000,Petrol,Automatic,"9,450,000",
1450,Hyundai,2010,Nigerian Used,112204,2200,Petrol,Automatic,"4,200,000",SUV
1451,Hyundai,,,17122,,,Automatic,"9,530,000",
1452,Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,"2,600,000",
1453,Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,"3,120,000",
1454,Lexus,2003,Nigerian Used,191482,3000,Petrol,Automatic,"1,995,000",
1455,Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,"4,056,000",
1456,Chevrolet,2014,Nigerian Used,87498,1600,Petrol,Automatic,"3,150,000",
1457,Toyota,2004,Nigerian Used,267928,3300,Petrol,Automatic,"2,288,000",
1458,Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,"6,310,000",
1459,Lexus,2002,Nigerian Used,190875,3000,Petrol,Automatic,"2,184,000",SUV
1460,Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,"6,552,000",
1461,Hyundai,,,127534,,,Automatic,"7,290,000",
1462,Toyota,2005,Foreign Used,279479,3000,Petrol,Automatic,"2,415,000",
1463,Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,"2,310,000",
1464,Toyota,2009,Nigerian Used,234265,2400,Petrol,Automatic,"2,520,000",
1465,Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,"2,548,000",SUV
1466,Ford,2008,Nigerian Used,252855,3500,Petrol,Automatic,"1,680,000",SUV
1467,Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,"3,150,000",
1468,Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,"3,255,000",
1469,Toyota,2014,Nigerian Used,77468,1800,Petrol,Automatic,"4,515,000",
1470,Ford,2013,Nigerian Used,31192,1600,Petrol,Automatic,"4,680,000",SUV
1471,Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,"5,250,000",SUV
1472,Toyota,2004,Nigerian Used,261065,3300,Petrol,Automatic,"2,288,000",
1473,Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,"4,056,000",
1474,Toyota,2007,Nigerian Used,87034,2400,Petrol,Automatic,"2,100,000",
1475,Toyota,2009,Nigerian Used,128309,2500,Petrol,Automatic,"2,310,000",
1476,Toyota,2006,Nigerian Used,395083,3300,Petrol,Automatic,"2,100,000",
1477,Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,"2,548,000",SUV
1478,Hyundai,2014,Nigerian Used,91219,2000,Petrol,Automatic,"4,725,000",
1479,Mercedes-Benz,2010,Nigerian Used,74039,3500,Petrol,Automatic,"5,040,000",
1480,Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,"2,310,000",
1481,Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,"2,600,000",
1482,Hyundai,2019,Nigerian Used,43168,1600,Petrol,Automatic,"6,825,000",SUV
1483,Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,"2,964,000",
1484,Toyota,2007,Nigerian Used,299527,2400,Petrol,Automatic,"2,415,000",
1485,Toyota,2013,Nigerian Used,194940,1800,Petrol,Automatic,"3,536,000",
1486,Hyundai,,,127534,,,Automatic,"7,290,000",
1487,Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,"2,600,000",
1488,Kia,2013,Nigerian Used,134013,3800,Petrol,Automatic,"4,410,000",SUV
1489,Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,"3,150,000",
1490,Pontiac,2003,Nigerian Used,175447,1800,Petrol,Automatic,"2,415,000",
1491,Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,"2,415,103",
1492,Lexus,2002,Nigerian Used,180360,3300,Petrol,Automatic,"2,080,000",
1493,Toyota,2007,Nigerian Used,23909,2400,Petrol,Automatic,"2,310,000",
1494,Toyota,1998,Nigerian Used,188782,3000,Petrol,Automatic,"1,560,000",
1495,Toyota,2011,Nigerian Used,168744,3500,Petrol,Automatic,"4,515,000",
1496,Hyundai,2011,Foreign Used,289790,4600,Petrol,Automatic,"3,150,000",
1497,Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,"6,310,000",
1498,Toyota,2009,Nigerian Used,11582,3500,Petrol,AMT,"4,200,000",SUV
1499,Toyota,2008,Nigerian Used,105864,2400,Petrol,Automatic,"2,600,000",
1500,Kia,2005,Foreign Used,200156,2900,Diesel,Automatic,"2,205,000",
1501,Lexus,2006,Nigerian Used,214198,2500,Petrol,Automatic,"2,310,000",
1502,Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,"2,808,000",
1503,Kia,2010,Foreign Used,112196,2000,Petrol,Automatic,"2,940,000",
1504,Infiniti,2008,Nigerian Used,357754,3500,Petrol,Automatic,"2,100,000",
1505,Toyota,2003,Nigerian Used,275575,3500,,Automatic,"2,704,000",SUV
1506,Kia,2017,Foreign Used,47979,2400,Petrol,Automatic,"6,300,000",
1507,Toyota,2010,Nigerian Used,222962,3500,Petrol,Automatic,"2,625,000",
1508,Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,"3,120,000",
1509,Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,"2,205,000",
1510,Kia,2015,Nigerian Used,62440,35000,Petrol,Automatic,"7,350,000",SUV
1511,Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,"2,600,000",
1512,Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,"3,255,000",
1513,Toyota,2008,Nigerian Used,77035,2400,Petrol,Automatic,"2,500,000",
1514,Toyota,2009,Nigerian Used,185182,1800,Petrol,Automatic,"2,835,000",
1515,Kia,2010,Foreign Used,112196,2000,Petrol,Automatic,"2,940,000",
1516,Kia,2017,Foreign Used,47979,2400,Petrol,Automatic,"6,300,000",
1517,Lexus,2001,Nigerian Used,336469,3000,Petrol,Automatic,"1,680,000",SUV
1518,Lexus,2006,Nigerian Used,79526,3300,Petrol,Automatic,"2,100,000",
1519,Toyota,2009,Nigerian Used,185182,1800,Petrol,Automatic,"2,835,000",
1520,Toyota,2004,Nigerian Used,100399,3000,Petrol,Automatic,"2,184,000",SUV
1521,Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,"2,205,000",
1522,Kia,,,107965,,,Automatic,"1,690,000",
1523,Hyundai,2009,Foreign Used,113451,3300,Petrol,Automatic,"2,940,000",SUV
1524,Mazda,2006,Foreign Used,222788,2700,Petrol,Automatic,"2,415,000",SUV
1525,Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,"4,888,000",
1526,Hyundai,2013,Nigerian Used,98359,1800,Petrol,Automatic,"3,016,000",
1527,Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,"2,415,000",
1528,Kia,2011,Nigerian Used,75459,1600,Petrol,Automatic,"3,675,000",
1529,Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,"6,310,000",
1530,Toyota,1996,Nigerian Used,111185,2400,Petrol,Automatic,"1,837,500",
1531,Toyota,2007,Nigerian Used,111237,2400,Petrol,Automatic,"2,100,000",
1532,Lexus,2001,Nigerian Used,336469,3000,Petrol,Automatic,"1,680,000",SUV
1533,Mazda,2007,Foreign Used,322125,3500,Petrol,Automatic,"4,004,000",SUV
1534,Toyota,2011,Nigerian Used,104659,2700,Petrol,Automatic,"4,725,000",SUV
1535,Toyota,2017,Nigerian Used,8383,4000,Petrol,Automatic,"34,650,000",SUV
1536,Hyundai,2009,Foreign Used,113451,3300,Petrol,Automatic,"2,940,000",SUV
1537,Kia,2012,Nigerian Used,102168,2000,Petrol,Automatic,"2,625,000",
1538,Mazda,2008,Nigerian Used,147971,3700,Petrol,Automatic,"3,328,000",SUV
1539,Mazda,2010,Foreign Used,340782,3700,Petrol,Automatic,"4,700,000",SUV
1540,Ford,2014,Nigerian Used,67462,1600,Petrol,Automatic,"2,205,000",
1541,Lexus,2007,Nigerian Used,392106,3500,Petrol,Automatic,"3,045,000",SUV
1542,Toyota,2007,Nigerian Used,191305,2000,Petrol,Automatic,"2,310,000",
1543,Land Rover,2006,Nigerian Used,232306,4400,Petrol,Automatic,"2,100,000",SUV
1544,Mazda,2010,Foreign Used,97408,35,Petrol,Automatic,"4,200,000",SUV
1545,Mercedes-Benz,,,155367,,,Automatic,"5,274,000",
1546,Toyota,2003,Foreign Used,174261,2400,Petrol,Automatic,"2,520,000",
1547,Toyota,2003,Nigerian Used,275575,3500,,Automatic,"2,704,000",SUV
1548,Kia,,,107965,,,Automatic,"1,690,000",
1549,Toyota,2007,Foreign Used,120976,1800,Petrol,Automatic,"3,150,000",
1550,Toyota,2003,Nigerian Used,138465,4700,Petrol,Automatic,"2,496,000",SUV
1551,Lexus,2006,Nigerian Used,369464,4300,Petrol,Automatic,"2,808,000",
1552,Hyundai,2014,Nigerian Used,147705,2000,Petrol,Automatic,"3,255,000",
1553,Hyundai,2007,Foreign Used,178427,3500,Petrol,Automatic,"3,588,000",SUV
1554,Mazda,2009,Nigerian Used,225215,2500,Petrol,Automatic,"3,255,000",
1555,Toyota,2004,Nigerian Used,168851,4700,Petrol,Automatic,"2,100,000",
1556,Kia,2011,Foreign Used,255053,2400,Petrol,Automatic,"6,300,000",SUV
1557,Toyota,2004,Nigerian Used,205052,1800,Petrol,Automatic,"2,080,000",
